,City,Latitude,Longitude
1539868,ogaki,35.35,136.616667
821932,warqla,31.9575,5.3277778
529363,loudi,27.734444,111.994444
471319,gaomi,36.383333,119.752778
300564,guarapuava,-25.383333,-51.45
1892691,minatitlan,17.983333,-94.516667
3063671,el tigre,8.8925,-64.2527778
1535841,komaki,35.283333,136.916667
1279991,soreang,-7.033056,107.518333
2984851,paterson,40.9166667,-74.1722222
108559,benguela,-12.578333,13.407222
1478952,saqqez,36.2463,46.2665
561317,qingyuan,23.7,113.033333
1359660,tonk,26.166667,75.783333
2205140,kohat,33.581958,71.449291
1533081,iruma,35.845516,139.412003
991571,dundee,56.5,-2.966667
301927,itapecerica da serra,-23.716667,-46.833333
346347,abbotsford,49.05,-122.3
1919777,bintulu,3.166667,113.033333
3064335,guacara,10.2297222,-67.8738889
1358866,tenali,16.25,80.583333
2337035,sibiu,45.8,24.15
508521,kaili,26.5,107.583333
1346852,morena,26.496944,78.0
527588,longfeng,46.55,125.116667
1540771,ota,36.3,139.366667
1261734,rancaekek,-6.960278,107.7575
639498,yichun,27.833333,114.4
2870610,kerch,45.360696,36.470597
455990,deyang,31.130192,104.381981
2966723,springfield,42.1013889,-72.5902778
1324697,banda,25.483333,80.333333
2767723,aksaray,38.37255,34.02537
1165133,ciomas,-6.601389,106.771389
1356797,silchar,24.816667,92.8
437684,chenghai,23.461319,116.770071
609729,weihai,37.501667,122.113611
3015703,ponce,18.0130556,-66.6144444
2048481,hamilton,-37.783333,175.283333
2940668,rockford,42.2711111,-89.0938889
314160,rondonopolis,-16.466667,-54.633333
457322,dingzhou,38.513056,114.995556
522789,linhai,28.85,121.116667
2831322,usak,38.673511,29.405799
2918922,corona,33.8752778,-117.5655556
765664,neuss,51.2,6.683333
1333096,faizabad,26.783333,82.133333
307889,nova friburgo,-22.266667,-42.533333
1326750,bharuch,21.7,72.966667
445265,chuncheng,22.166667,111.783333
2930258,tallahassee,30.4380556,-84.2808333
1539057,niiza,35.797915,139.525391
430021,boshan,36.483333,117.833333
287350,angra dos reis,-23.0,-44.3
1324005,bahadurgarh,28.683333,76.916667
931780,dijon,47.316667,5.016667
2190961,hafizabad,32.067857,73.685449
1335067,guna,24.65,77.316667
1322344,alandur,13.0025,80.206111
893084,gondar,12.6,37.466667
628634,xinzhou,38.409167,112.733333
699574,lemesos,34.675,33.0333333
3021506,chattanooga,35.0455556,-85.3097222
811458,san cristobal,18.4166667,-70.1
1544682,tottori,35.5,134.233333
2027681,enschede,52.219515,6.891235
2430986,kovrov,56.357222,41.319167
1247087,pasarkemis,-6.170278,106.530278
2832095,viransehir,37.235278,39.763056
152534,cairns,-16.92304,145.766251
822233,ambato,-1.25,-78.6166667
650542,zhaodong,46.083333,125.983333
2202296,khanewal,30.3,71.933333
357322,gandajika,-6.75,23.95
977677,toulon,43.117705,5.941712
517898,leshan,29.562275,103.76386
407233,la serena,-29.907778,-71.254167
2065300,chincha alta,-13.45,-76.1333333
998663,oxford,51.75,-1.25
355902,butembo,0.15,29.283333
2448681,lyubertsy,55.677193,37.893217
1787291,mahajanga,-15.7166667,46.3166667
3131107,middelburg,-25.775071,29.464821
474750,guangshui,31.616111,113.815556
2138477,puerto princesa,9.739167,118.735278
937469,grenoble,45.171546,5.722387
2769424,antakya,36.206551,36.157225
428181,beipiao,41.791944,120.779167
1339029,kanchipuram,12.833333,79.716667
855427,albacete,38.995845,-1.857773
2922185,santa rosa,38.4405556,-122.7133333
879546,salamanca,40.9681,-5.66202
1852003,port louis,-20.1619444,57.4988889
301233,ilheus,-14.816667,-39.033333
2001384,kishi,9.083333,3.85
129295,concordia,-31.392959,-58.02089
1516181,parma,44.8,10.333333
1335606,hanumangarh,29.583333,74.316667
301822,itajai,-26.883333,-48.65
639499,yichun,47.7,128.9
1536259,kumagaya,36.133333,139.383333
2929657,pembroke pines,26.0027778,-80.2241667
1538258,nagareyama,35.883333,139.933333
1538259,nagareyama,35.850556,139.891389
1040556,malabo,3.75,8.7833333
1538840,narashino,35.683333,140.033333
2751923,lampang,18.292318,99.49277
2921708,pomona,34.0552778,-117.7513889
1919474,bandar penggaram,1.8548,102.9325
2458264,miass,55.045,60.108333
1126965,pecs,46.075363,18.232845
3136153,westonaria,-26.319055,27.648605
2147448,toledo,10.3773,123.6386
2233920,shikarpur,27.957057,68.637886
2856066,moshi,-3.35,37.3333333
1772853,podgorica,42.441111,19.263611
545265,nanpiao,41.098218,120.747923
2545718,ussuriysk,43.8025,132.009444
1516445,perugia,43.133333,12.366667
1350249,pallavaram,12.976111,80.183611
1281551,sukaraja,-6.587778,106.8375
1505828,cagliari,39.216667,9.116667
1252652,perbaungan,3.5679,98.956
3043109,vancouver,45.6388889,-122.6602778
257831,ruse,43.8563889,25.9708333
1754510,nador,35.174041,-2.92866
853160,talkha,31.0530556,31.3738889
2025666,apeldoorn,52.216667,5.966667
1397561,bushehr,28.9684,50.8385
1288789,tanjung morawa,3.5193,98.7914
1283919,sunggal,3.5765,98.6151
325332,sobral,-3.7,-40.35
1336288,hoshiarpur,31.532222,75.917222
3095225,long xuyen,10.383333,105.416667
1160899,cicalengka,-6.932222,107.470278
391716,anyama,5.494622,-4.051831
1349764,orai,25.983333,79.466667
289858,barreiras,-12.133333,-45.0
498982,huzhou,30.870301,120.093297
314270,sabara,-19.9,-43.8
2914424,tempe,33.4147222,-111.9086111
2279849,rzeszow,50.037246,22.004949
2456374,maykop,44.607778,40.105833
917145,angers,47.473806,-0.54774
1249009,pasuruan,-7.6453,112.9075
2030924,nijmegen,51.833333,5.866667
758800,leverkusen,51.016667,6.983333
2999347,dayton,39.7588889,-84.1916667
2353303,prizren,42.213889,20.739722
284361,tarija,-21.5166667,-64.75
652429,zhicheng,30.295556,111.504722
1216244,lawang,-7.8353,112.6947
1529451,ashikaga,36.333333,139.45
1943419,sekudai,1.533333,103.666667
2506982,salavat,53.38365,55.907729
1540934,oyama,36.3,139.8
2800445,iskenderun,36.587185,36.173468
408503,puerto montt,-41.469848,-72.944745
1834188,taunggyi,20.7833333,97.0333333
294733,chapeco,-27.083333,-52.983333
1337249,jamuria,23.7,87.083333
2662672,mejicanos,13.7402778,-89.2130556
769587,oldenburg,53.166667,8.2
1534996,kawanishi,34.816667,135.416667
2464169,mytishchi,55.91163,37.730757
1129214,szeged,46.25,20.166667
3099227,phan thiet,10.933333,108.1
2012024,otukpo,6.815,8.6531
1541625,sayama,35.824167,139.376389
2590236,malakal,9.5369444,31.6561111
1334873,gudalur,11.75,79.75
2504248,rubtsovsk,51.5,81.25
1344248,madhyamgram,22.7,88.45
1337850,jind,29.316667,76.316667
406029,coquimbo,-29.953333,-71.343611
1328154,budaun,28.05,79.116667
1360287,unnao,26.533333,80.5
2014185,sapele,5.894053,5.67666
66589,qunduz,36.728955,68.857001
296122,criciuma,-28.666667,-49.383333
2015181,suleja,9.180515,7.179327
296959,dourados,-22.216667,-54.8
1001783,swindon,51.516667,-1.783333
1450104,mahabad,36.7499,45.7229
2083642,sullana,-4.9038889,-80.6852778
760104,ludwigshafen,49.481111,8.435278
1333279,gadag,15.416667,75.616667
1354988,sambalpur,21.45,83.966667
419912,anbu,23.448953,116.680916
667969,envigado,6.170643,-75.585307
600589,tongzhou,39.905278,116.599444
1360864,veraval,20.9,70.366667
1057911,patrai,38.2444444,21.7344444
1001010,southend-on-sea,51.533333,0.7
2588810,juba,4.85,31.6166667
1975759,maradi,13.4916667,7.0963889
1321980,adoni,15.633333,77.283333
2765017,susah,35.825388,10.636991
268441,parakou,9.35,2.6166667
3073829,puerto cabello,10.4730556,-68.0125
1326348,bhadravati,13.866667,75.716667
307811,nossa senhora do socorro,-10.866667,-37.116667
1864555,chalco,19.266667,-98.9
289774,barra mansa,-22.533333,-44.183333
2196750,jhelum,32.933132,73.726367
2465680,nazran,43.225967,44.773231
1997705,inisa,7.8,4.283333
2853121,kigoma,-4.8769444,29.6266667
2218040,muridke,31.760027,73.835687
188922,zenica,44.2013889,17.9063889
1357232,sitapur,27.566667,80.683333
387266,basel,47.558395,7.573271
303785,lages,-27.8,-50.316667
1273133,serang,-6.1149,106.1502
482466,hengshan,45.2,130.916667
1343942,loni,28.75,77.283333
2982203,spring valley,36.1080556,-115.2441667
502620,jiaozhou,36.283889,120.003333
1141101,banjaran,-6.871667,107.77
780533,solingen,51.183333,7.083333
1541179,saga,33.249322,130.298799
2218333,muzaffargarh,30.07537,71.192129
1865273,chilpancingo,17.55,-99.5
1348363,nandyal,15.483333,78.483333
769884,osnabruck,52.266667,8.05
2982077,north las vegas,36.1988889,-115.1166667
684454,tulua,4.084656,-76.19536
714500,plzen,49.75,13.366667
613120,wulanhaote,46.083333,122.083333
2947917,overland park,38.9822222,-94.6705556
1533897,kamakura,35.308889,139.550278
472101,gaozhou,21.939243,110.846074
3072328,ocumare del tuy,10.1216667,-66.7716667
2050426,waitakere,-36.85,174.55
1880985,jiutepec,18.866667,-99.183333
1333193,fatehpur,25.933333,80.8
468188,fuling,29.702222,107.391944
287748,arapiraca,-9.75,-36.65
2472795,novocherkassk,47.420175,40.091325
842351,benha,30.4608333,31.1875
1255306,plumbon,-6.576944,108.317778
2919652,garden grove,33.7738889,-117.9405556
1785884,fianarantsoa,-21.4333333,47.0833333
2357820,abakan,53.715556,91.429167
213705,sirajganj,24.45,89.7166667
2909571,huntsville,34.7302778,-86.5861111
868671,getafe,40.308423,-3.70596
1996470,ijero,7.8139,5.0742
2333159,pitesti,44.85,24.866667
2555426,volgodonsk,47.5026,42.235
2371206,berezniki,59.415189,56.812371
1983623,awka,6.210095,7.074115
299106,ferraz de vasconcelos,-23.533333,-46.366667
202157,jamalpur,24.9166667,89.9333333
3026168,brownsville,25.9013889,-97.4972222
1452005,maragheh,37.3893,46.2376
859258,burgos,42.350221,-3.675273
2921824,rancho cucamonga,34.1063889,-117.5922222
2921059,moreno valley,33.9375,-117.2297222
1529206,anjo,34.95,137.083333
2922172,santa clarita,34.3916667,-118.5416667
888551,bahir dar,11.6,37.383333
2026377,breda,51.566667,4.8
2314617,arad,46.183333,21.316667
1684968,jaffna,9.6666667,80.0
2919547,fontana,34.0922222,-117.4341667
855659,alcorcon,40.346467,-3.812453
1337493,jaunpur,25.733333,82.683333
514215,laiyang,36.975833,120.713611
1939915,kluang,2.0251,103.3328
468854,fuyang,32.9,115.816667
287674,aracatuba,-21.2,-50.416667
1336584,ingraj bazar,25.0,88.15
1543604,takaoka,36.75,137.016667
1352925,raiganj,25.616667,88.116667
828198,portoviejo,-1.05,-80.45
2921338,oceanside,33.1958333,-117.3786111
3014990,carolina,18.3827778,-65.9577778
969815,saint-etienne,45.435382,4.391051
373486,uvira,-3.406667,29.145833
2928452,fort lauderdale,26.1219444,-80.1436111
1340581,khammam,17.25,80.15
2194676,jacobabad,28.281004,68.438759
2913404,gilbert,33.3527778,-111.7883333
1352452,puri,19.8,85.85
1001761,swansea,51.633333,-3.966667
1940156,kulim,5.364991,100.561773
2754184,phra pradaeng,13.658545,100.533618
2314956,bacau,46.566667,26.9
459303,dongling,41.814444,123.575833
1885143,la paz,24.166667,-110.3
2145189,tagum,7.4475,125.8046
1985444,bida,9.083333,6.016667
501701,jian,27.05,114.9
1531961,hino,35.673056,139.400278
299552,francisco morato,-23.279503,-46.746403
2272860,olsztyn,53.779949,20.494162
397981,korhogo,9.458031,-5.629608
1002860,walsall,52.6,-2.0
609981,weinan,34.503546,109.508908
1320567,netanya,32.332915,34.859918
2800560,isparta,37.764444,30.552222
3023100,knoxville,35.9605556,-83.9208333
1266650,salatiga,-7.321389,110.507778
520151,licheng,23.295537,113.828357
763686,mulheim,51.433333,6.883333
2921397,ontario,34.0633333,-117.65
1653020,temirtau,50.054444,72.948333
1349746,ongole,15.5,80.05
1892291,metepec,19.253611,-99.607778
3131146,midrand,-25.963611,28.137778
1039797,bata,1.85,9.75
747122,herne,51.55,7.216667
1823066,mergui,12.4333333,98.6
1356468,shimla,31.103333,77.172222
2044837,stavanger,58.966667,5.75
1908738,san pablo de las salinas,19.665833,-99.096389
1543356,tachikawa,35.692778,139.418056
1545094,ube,33.943056,131.251111
3070714,los teques,10.35,-67.0333333
2351837,nis,43.324722,21.903333
1539724,obihiro,42.917222,143.204444
1327038,bhind,26.564167,78.788333
134212,rio cuarto,-33.130671,-64.349918
430127,bozhou,33.877222,115.770278
1978915,abuja,9.180515,7.179327
1163453,cikupa,-6.228889,106.519444
1163454,cikupa,-6.3724,106.1945
2938001,aurora,41.7605556,-88.32
1531086,hadano,35.371111,139.223611
1351038,pathankot,32.283333,75.65
1243089,pamulang,-6.342778,106.738333
3126892,george,-33.963,22.461727
1544454,tomakomai,42.636944,141.603333
509975,karamay,45.600376,84.860142
296040,cotia,-23.616667,-46.933333
1532095,hirosaki,40.593056,140.4725
988501,bournemouth,50.716667,-1.883333
507070,jiutai,44.1525,125.832778
2491596,podolsk,55.424185,37.554717
1442923,khoy,38.5503,44.9521
2825712,siverek,37.755025,39.316667
1481482,saveh,35.0213,50.3566
1544928,tsukuba,36.083333,140.116667
484426,honghu,29.816667,113.466667
911871,turku,60.45,22.283333
641483,yizheng,32.269167,119.178889
2649425,saint-louis,16.0188889,-16.4952778
350324,regina,50.45,-104.616667
1322777,amroha,28.916667,78.466667
1100703,split,43.5138889,16.4558333
2245591,bielsko-biala,49.822449,19.046863
2663634,santa ana,13.9941667,-89.5597222
2973653,jackson,32.2986111,-90.1847222
1322357,alappuzha,9.494167,76.3275
2845875,pate,24.9333333,121.2833333
1360815,velluru,12.933333,79.133333
2967106,worcester,42.2625,-71.8027778
414304,loum,4.7161111,9.7463889
1822919,meiktila,20.8666667,95.8666667
3016204,providence,41.8238889,-71.4133333
998390,norwich,52.633333,1.3
1808532,akyab,20.15,92.9
1352251,proddatur,14.733333,78.55
1001674,sunderland,54.911944,-1.383333
3032621,salt lake city,40.7608333,-111.8902778
2052881,salalah,17.0175,54.0827778
131795,la rioja,-29.411048,-66.850668
2014535,shaki,8.666667,3.383333
1537508,mitaka,35.683333,139.55
2295899,amadora,38.759711,-9.239708
1517744,prato,43.883333,11.1
2754804,si racha,13.173722,100.931111
3128394,klerksdorp,-26.852128,26.666719
439444,chenzhou,25.8,113.033333
557571,qianjiang,30.415128,112.88595
2847691,shulin,25.0,121.4166667
1997315,ila,8.016667,4.9
2050505,wellington,-41.3,174.783333
1361049,vizianagaram,18.116667,83.416667
1125065,miskolc,48.1,20.783333
2115954,cotabato,7.223611,124.246389
511517,korla,41.759722,86.146944
309465,passo fundo,-28.266667,-52.4
664661,dos quebradas,4.839164,-75.667265
1497922,varamin,35.3242,51.6457
1358017,surendranagar,22.7,71.683333
529742,luan,31.756944,116.491389
301328,indaiatuba,-23.083333,-47.233333
2028154,groningen,53.216667,6.55
366252,matadi,-5.816667,13.45
313767,rio claro,-22.4,-47.55
1735747,zuwarah,32.9344444,12.0791667
2851596,dodoma,-6.1833333,35.75
1324034,baharampur,24.1,88.25
1328832,chandannagar,22.869167,88.377222
1514358,modena,44.666667,10.916667
1940853,melaka,2.196,102.2405
142702,linz,48.3,14.3
572251,shangqiu,34.383333,115.616667
420004,anda,46.4,125.316667
388129,geneva,46.195602,6.148113
856053,almeria,36.833333,-2.45
1286010,taman,-6.9,109.383333
1357135,sirsa,29.533333,75.016667
3064610,guarenas,10.4666667,-66.6166667
1258473,probolinggo,-7.7543,113.2159
3025658,amarillo,35.2219444,-101.8308333
776179,saarbrucken,49.233333,7.0
2412384,kamensk-uralskiy,56.4185,61.9329
1518126,reggio di calabria,38.1,15.65
1823879,monywa,22.1166667,95.1333333
346599,barrie,44.383333,-79.7
1324084,bahraich,27.583333,81.6
2047052,biratnagar,26.4833333,87.2833333
2146371,tarlac,15.489449,120.591932
301713,itaborai,-22.75,-42.866667
1541371,sakura,35.716667,140.233333
224980,liege,50.633333,5.566667
1996552,ikare,7.516667,5.75
1783279,antsirabe,-19.85,47.0333333
1340646,khandwa,21.833333,76.333333
1545772,yachiyo,35.735306,140.124453
1997360,ilawe,7.5986,5.1086
3060340,cua,10.1622222,-66.8852778
2753866,pak kret,13.913014,100.498828
1327266,bhusawal,21.05,75.766667
827229,manta,-0.95,-80.7333333
1217624,lembang,-6.786389,107.7025
2047457,lalitpur,27.6666667,85.3333333
1333016,eluru,16.7,81.1
3038446,newport news,36.9786111,-76.4283333
3134555,somerset west,-34.079375,18.85699
2783353,corum,40.548889,34.953333
647448,zaozhuang,34.864722,117.554167
986529,aberdeen,57.133333,-2.1
421776,badaojiang,41.943056,126.428611
2163363,burewala,30.161423,72.681512
562775,quanzhou,24.913889,118.585833
1251181,pemalang,-6.9,109.366667
366528,mbandaka,0.066667,18.266667
2916351,little rock,34.7463889,-92.2894444
1338069,junagadh,21.516667,70.466667
394675,divo,5.83739,-5.357229
647420,zaoyang,32.127222,112.754167
2132080,meycauayan,14.7328,120.96
134659,san luis,-33.295012,-66.335627
1690013,moratuwa,6.7733333,79.8825
2813245,kutahya,39.424167,29.983333
287785,araraquara,-21.783333,-48.166667
2931691,columbus,32.4608333,-84.9877778
881039,santander,43.464722,-3.804444
2656163,jamame,0.0722222,42.7505556
3034377,arlington,38.8902778,-77.0844444
1894122,nogales,31.333333,-110.933333
405141,arica,-18.475,-70.30417
1335708,haridwar,29.966667,78.166667
1222881,madiun,-7.6298,111.5239
745071,hamm,51.683333,7.8
1532146,hitachi,36.6,140.65
3134661,springs,-26.25,28.4
2047686,pokhara,28.2333333,83.9833333
1352830,rae bareli,26.216667,81.233333
2025581,almere,52.388101,5.235395
689721,cienfuegos,22.1461111,-80.4355556
1154637,brebes,-6.8691,109.0378
361746,kikwit,-5.038611,18.818056
695026,pinar del rio,22.4175,-83.6980556
292124,cachoeiro de itapemirim,-20.85,-41.1
1899670,puerto vallarta,20.616667,-105.25
2921451,oxnard,34.1975,-119.1761111
513615,kuytun,44.416667,85.0
2488350,petropavlovsk-kamchatskiy,53.0452,158.6483
1535625,kodaira,35.726389,139.483889
1641229,aktau,43.65,51.2
882592,terrassa,41.561111,2.008056
313901,rio grande,-32.033333,-52.083333
619705,xiaolan,22.673811,113.231874
3132974,paarl,-33.733781,18.975228
760687,mainz,50.0,8.271111
2127687,mabalacat,15.2216,120.5736
424377,baiyin,36.558333,104.208056
245134,burgas,42.5,27.4666667
458550,donghai,22.945935,115.642043
947819,le havre,49.5,0.133333
2982226,sunrise manor,36.2111111,-115.0722222
1160411,cibinong,-6.398611,106.688611
292593,camacari,-12.483333,-38.216667
1312124,cork,51.8986111,-8.4958333
1963151,quelimane,-17.8786111,36.8883333
609047,wanxian,30.803889,108.389722
3139422,kabwe,-14.4333333,28.45
315243,santarem,-2.433333,-54.7
1533530,izumi,34.483333,135.433333
2144785,tacloban,11.243333,125.004722
2248336,bytom,50.348017,18.932822
369117,mwene-ditu,-7.0,23.45
870012,jerez,36.686454,-6.136063
2920178,irvine,33.6694444,-117.8222222
2532339,syzran,53.1585,48.4681
842458,beni suef,29.0638889,31.0888889
953155,lille,50.632971,3.058585
2672417,jaramana,33.4833333,36.35
2228403,sadiqabad,28.30623,70.130646
1998051,ise,7.4632,5.4281
2910216,mobile,30.6941667,-88.0430556
657874,zouxian,35.400556,116.965556
2848261,tali,24.1,120.6666667
999334,preston,53.766667,-2.716667
1327070,bhiwani,28.783333,76.133333
3039256,richmond,37.5536111,-77.4605556
1521933,taranto,40.476111,17.229722
2572378,zlatoust,55.171111,59.650833
659566,barrancabermeja,7.065278,-73.854722
1978375,zinder,13.8,8.9833333
1543307,suzuka,34.883333,136.583333
876514,pamplona,42.814075,-1.641153
1168443,curug,-6.3367,106.2256
1168442,curug,-6.253333,106.617222
478489,haicheng,40.851582,122.747537
2750023,hat yai,7.008359,100.476682
497668,humen,22.818985,113.673064
1218915,leuwiliang,-6.575833,106.636944
872132,leganes,40.326946,-3.760422
1395728,bojnurd,37.47473,57.329031
2291271,zabrze,50.306355,18.783333
3064730,guatire,10.4666667,-66.5333333
1712057,klaipeda,55.7172222,21.1175
998003,newcastle upon tyne,54.988056,-1.619444
1339984,katihar,25.533333,87.583333
688811,bayamo,20.3791667,-76.6433333
966081,reims,49.25,4.033333
1344112,machilipatnam,16.166667,81.133333
1545230,uji,34.883333,135.8
752336,kassel,51.316667,9.5
2945157,des moines,41.6005556,-93.6088889
2997346,winston-salem,36.0997222,-80.2444444
3097077,nam dinh,20.416667,106.166667
1533295,itami,34.766667,135.416667
305657,maracanau,-3.866667,-38.633333
464017,ezhou,30.396072,114.886546
996892,luton,51.883333,-0.416667
1505553,brescia,45.55,10.25
3027990,irving,32.8138889,-96.9486111
296806,divinopolis,-20.15,-44.9
2968142,grand rapids,42.9633333,-85.6680556
880781,santa cruz de tenerife,28.460238,-16.280616
1246772,parung,-6.3276,106.9715
2007809,nnewi,6.019864,6.914775
999251,portsmouth,50.7967,-1.083333
2511934,severodvinsk,64.5635,39.8302
1348393,nangloi jat,28.683333,77.066667
1705949,maseru,-29.3166667,27.4833333
2351917,novi sad,45.251667,19.836944
310328,petrolina,-9.4,-40.5
2647067,mbour,14.4,-16.9666667
855570,alcala de henares,40.482048,-3.359957
3060166,coro,11.4091667,-69.6672222
1538246,nagaoka,37.45,138.85
1992497,gboko,7.3179,8.9951
1893089,monclova,26.9,-101.416667
402099,san-pedro,4.748508,-6.636301
1347374,murwara,23.85,80.4
2920107,huntington beach,33.6602778,-117.9983333
2395644,engels,51.483889,46.105278
287137,americana,-22.740278,-47.334444
1354993,sambhal,28.583333,78.55
308781,palmas,-10.222778,-48.277778
1536375,kure,34.233333,132.566667
1671958,vientiane,17.966667,102.6
2800667,izmit,40.766944,29.916944
736747,erfurt,50.983333,11.033333
775413,rostock,54.083333,12.133333
3042991,tacoma,47.2530556,-122.4430556
2955155,shreveport,32.525,-93.75
1395410,birjand,32.866277,59.221139
3042909,spokane,47.6588889,-117.425
998209,northampton,52.25,-0.883333
1329516,chhapra,25.766667,84.75
1335208,gurgaon,28.466667,77.033333
409110,talca,-35.433333,-71.666667
539583,mentougou,39.939167,116.091667
2992921,yonkers,40.9311111,-73.8991667
1336291,hospet,15.266667,76.4
1912698,tapachula,14.9,-92.283333
1160441,cibitung,-6.272222,107.103611
827164,machala,-3.2666667,-79.9666667
876289,oviedo,43.363223,-5.853128
1943605,sibu,2.3,111.816667
2910236,montgomery,32.3666667,-86.3
1339389,kapra,17.486667,78.566111
508623,kaiyuan,23.697668,103.303723
1352467,purnia,25.783333,87.466667
879461,sabadell,41.54329,2.109423
1328243,bulandshahr,28.4,77.85
2129644,malolos,14.841944,120.811667
434120,changji,44.016667,87.316667
2310993,capiata,-25.35,-57.416667
2253725,gliwice,50.297612,18.676583
1199190,karawang,-6.303333,107.305556
350892,saskatoon,52.133333,-106.666667
991525,dudley,52.5,-2.083333
2861173,bila tserkva,49.809386,30.112086
1384503,amol,36.469612,52.350724
744483,hagen,51.35,7.466667
2760021,dasoguz,41.8333333,59.9666667
2363882,armavir,44.9892,41.1234
2199511,kamoke,31.974444,74.224444
1356754,sikar,27.616667,75.15
218440,charleroi,50.416667,4.433333
2017900,ugep,5.8086,8.0812
30969,jalalabad,34.426468,70.45153
829373,santo domingo,-0.25,-79.15
404170,yamoussoukro,6.820548,-5.276741
1332323,dindigul,10.35,77.95
3058215,cabimas,10.4019444,-71.4461111
1650191,petropavl,54.875278,69.162778
2749634,chiang mai,18.790376,98.984683
317745,sete lagoas,-19.45,-44.233333
1264224,rengasdengklok,-6.159167,107.298056
301974,itapevi,-23.55,-46.933333
2170763,chiniot,31.72,72.978889
3173009,gweru,-19.45,29.8166667
2366743,balakovo,51.9284,47.9172
645487,yuncheng,35.023056,110.992778
860525,cartagena,37.605121,-0.986232
2498476,pskov,57.8136,28.3496
307271,mossoro,-5.191389,-37.344722
1347514,nadiad,22.7,72.866667
868120,fuenlabrada,40.284189,-3.794147
2982141,reno,39.5297222,-119.8127778
1163950,cileungsi,-6.394722,106.959167
2922099,san bernardino,34.1083333,-117.2888889
523343,linxia,35.600278,103.206389
3123945,alberton,-26.265207,28.140595
641453,yiyang,28.589167,112.328333
2919611,fremont,37.5483333,-121.9875
2783317,corlu,41.159167,27.8
1318245,ashdod,31.736056,34.655944
1318246,ashdod,31.792133,34.649656
911309,tampere,61.5,23.75
1328323,burhanpur,21.3,76.233333
1388662,babol,36.551321,52.678951
266526,djougou,9.705,1.6669444
2818960,osmaniye,37.074167,36.247778
1539814,odawara,35.255556,139.159722
2844516,luchou,25.0830556,121.47
316544,sao jose,-27.633333,-48.65
412142,edea,3.8,10.1333333
1347250,munger,25.383333,86.466667
2919706,glendale,34.1425,-118.2541667
1322027,agartala,23.836389,91.275
300847,hortolandia,-22.85,-47.25
693342,las tunas,20.9616667,-76.9511111
2331760,oradea,47.066667,21.933333
1327333,bidar,17.9,77.55
1539635,numazu,35.1,138.866667
543782,nanchong,30.775757,106.102938
1522646,trieste,45.648611,13.78
2994031,durham,35.9938889,-78.8988889
1117224,debrecen,47.533333,21.633333
155251,hobart,-42.883209,147.331665
315870,sao carlos,-22.016667,-47.9
590039,suzhou,33.636111,116.978889
1862481,campeche,19.85,-90.533333
1515909,padova,45.416667,11.883333
1535322,kishiwada,34.466667,135.366667
301714,itabuna,-14.8,-39.266667
198891,dinajpur,25.6333333,88.6333333
1791361,toamasina,-18.1666667,49.3833333
2032963,tilburg,51.576922,5.106331
1534769,kasukabe,35.976389,139.753611
1282989,sumedang,-6.858611,107.916389
1159576,ciampea,-6.540278,106.695556
1335442,haldia,22.025278,88.058333
2141467,san pablo,14.0683,121.3256
1489423,sirjan,29.452,55.6814
1165963,ciputat,-6.2375,106.695556
2850791,yungho,25.0,121.4961111
2049279,north shore,-36.8,174.75
116936,lobito,-12.319722,13.599722
2929548,orlando,28.5380556,-81.3794444
479354,hangu,39.248889,117.789167
329996,gaborone,-24.6463889,25.9119444
2998344,akron,41.0813889,-81.5191667
807863,la romana,18.4166667,-68.9666667
1354062,rewa,24.533333,81.3
2259712,kielce,50.833333,20.666667
281038,oruro,-17.9833333,-67.15
2286314,torun,53.035831,18.604844
2753271,nakhon ratchasima,14.971596,102.08255
2846224,pingtung,22.6725,120.4883333
1361404,yamunanagar,30.1,77.283333
316559,sao leopoldo,-29.766667,-51.15
853033,sohag,26.55,31.7
567306,sanming,26.248611,117.618611
312402,presidente prudente,-22.116667,-51.366667
583676,shuangyashan,46.636111,131.153889
3107478,vung tau,10.35,107.066667
2312347,luque,-25.266667,-57.566667
1350222,pali,25.766667,73.333333
3101851,qui nhon,13.766667,109.233333
449902,daliang,22.850416,113.247006
2027573,eindhoven,51.45,5.466667
1537018,matsumoto,36.233333,137.966667
1735488,tarhunah,32.4333333,13.6333333
3028329,laredo,27.5061111,-99.5072222
478639,hailar,49.2,119.7
2991431,rochester,43.1547222,-77.6158333
3028553,lubbock,33.5777778,-101.8547222
2789811,esenyurt,41.033333,28.675278
305874,marilia,-22.216667,-49.933333
1411103,dezful,32.3825,48.402
1919910,bukit mertajam,5.363014,100.466701
875071,mostoles,40.320923,-3.862849
408723,rancagua,-34.17083,-70.74444
1220257,loa janan,-0.583333,117.083333
1529928,chofu,35.655556,139.552222
2918784,chula vista,32.64,-117.0833333
302331,jacarei,-23.316667,-45.966667
759968,lubeck,53.866667,10.7
966191,rennes,48.111981,-1.674291
1397192,bukan,36.521,46.2089
474842,guangyuan,32.442015,105.822996
2126362,lipa,13.9411,121.1631
2317362,braila,45.266667,27.983333
128679,catamarca,-28.469574,-65.785239
1347635,nagercoil,8.193889,77.431389
2842055,hsichih,25.0691667,121.6505556
738724,freiburg,48.0,7.85
896756,nazret,8.55,39.266667
2035335,bergen,60.391111,5.324722
325845,taboao da serra,-23.6,-46.766667
2014511,shagamu,6.843226,3.647763
